,votes,eevp,eevp_source,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd
1985,1285231,21,edison,2020-11-04T02:53:44Z,illinois,6100000,2146015,5242014,5594420,0.442,0.539,0
1986,1289451,21,edison,2020-11-04T02:54:04Z,illinois,6100000,2146015,5242014,5594420,0.443,0.538,0
1987,1294357,21,edison,2020-11-04T02:54:55Z,illinois,6100000,2146015,5242014,5594420,0.444,0.537,0
1988,1297979,21,edison,2020-11-04T02:55:10Z,illinois,6100000,2146015,5242014,5594420,0.444,0.536,0
1989,1298941,21,edison,2020-11-04T02:55:34Z,illinois,6100000,2146015,5242014,5594420,0.444,0.536,0
1990,1331622,21,edison,2020-11-04T02:55:48Z,illinois,6100000,2146015,5242014,5594420,0.45,0.53,0
1991,1341106,21,edison,2020-11-04T02:56:42Z,illinois,6100000,2146015,5242014,5594420,0.451,0.529,0
1992,1341943,22,edison,2020-11-04T02:57:08Z,illinois,6100000,2146015,5242014,5594420,0.451,0.529,0
1993,1343185,22,edison,2020-11-04T02:57:45Z,illinois,6100000,2146015,5242014,5594420,0.451,0.529,0
1994,1611583,26,edison,2020-11-04T02:59:08Z,illinois,6100000,2146015,5242014,5594420,0.404,0.577,0
1995,1614652,26,edison,2020-11-04T02:59:31Z,illinois,6100000,2146015,5242014,5594420,0.405,0.576,0
1996,1623200,26,edison,2020-11-04T02:59:58Z,illinois,6100000,2146015,5242014,5594420,0.407,0.574,0
1997,1641826,26,edison,2020-11-04T03:00:39Z,illinois,6100000,2146015,5242014,5594420,0.409,0.572,0
1998,1644188,26,edison,2020-11-04T03:03:17Z,illinois,6100000,2146015,5242014,5594420,0.41,0.571,0
1999,1658273,27,edison,2020-11-04T03:03:58Z,illinois,6100000,2146015,5242014,5594420,0.413,0.569,0
2000,1662505,27,edison,2020-11-04T03:05:20Z,illinois,6100000,2146015,5242014,5594420,0.414,0.568,0
2001,1664107,27,edison,2020-11-04T03:05:46Z,illinois,6100000,2146015,5242014,5594420,0.414,0.567,0
2002,1684526,27,edison,2020-11-04T03:06:26Z,illinois,6100000,2146015,5242014,5594420,0.417,0.565,0
2003,1685182,27,edison,2020-11-04T03:06:47Z,illinois,6100000,2146015,5242014,5594420,0.417,0.565,0
2004,1700680,27,edison,2020-11-04T03:07:17Z,illinois,6100000,2146015,5242014,5594420,0.419,0.563,0
2005,1766841,28,edison,2020-11-04T03:08:09Z,illinois,6100000,2146015,5242014,5594420,0.407,0.543,0
2006,1772655,28,edison,2020-11-04T03:09:46Z,illinois,6100000,2146015,5242014,5594420,0.408,0.542,0
2007,1775615,28,edison,2020-11-04T03:10:12Z,illinois,6100000,2146015,5242014,5594420,0.409,0.541,0
2008,1778497,29,edison,2020-11-04T03:10:21Z,illinois,6100000,2146015,5242014,5594420,0.409,0.541,0
2009,1780583,29,edison,2020-11-04T03:10:58Z,illinois,6100000,2146015,5242014,5594420,0.409,0.541,0
2010,1785887,29,edison,2020-11-04T03:11:51Z,illinois,6100000,2146015,5242014,5594420,0.41,0.54,0
2011,1803584,29,edison,2020-11-04T03:12:28Z,illinois,6100000,2146015,5242014,5594420,0.413,0.537,0
2012,1809184,29,edison,2020-11-04T03:12:42Z,illinois,6100000,2146015,5242014,5594420,0.414,0.536,0
2013,2056958,33,edison,2020-11-04T03:15:36Z,illinois,6100000,2146015,5242014,5594420,0.388,0.566,0
2014,2062042,33,edison,2020-11-04T03:16:32Z,illinois,6100000,2146015,5242014,5594420,0.389,0.565,0
2015,2121372,34,edison,2020-11-04T03:21:05Z,illinois,6100000,2146015,5242014,5594420,0.391,0.564,0
2016,2279241,37,edison,2020-11-04T03:23:32Z,illinois,6100000,2146015,5242014,5594420,0.378,0.58,0
2017,2290070,37,edison,2020-11-04T03:24:54Z,illinois,6100000,2146015,5242014,5594420,0.379,0.579,0
2018,2295045,37,edison,2020-11-04T03:25:33Z,illinois,6100000,2146015,5242014,5594420,0.379,0.578,0
2019,2295288,37,edison,2020-11-04T03:28:07Z,illinois,6100000,2146015,5242014,5594420,0.379,0.578,0
2020,2299058,37,edison,2020-11-04T03:29:40Z,illinois,6100000,2146015,5242014,5594420,0.38,0.577,0
2021,2300361,37,edison,2020-11-04T03:32:12Z,illinois,6100000,2146015,5242014,5594420,0.38,0.577,0
2022,2310159,37,edison,2020-11-04T03:32:31Z,illinois,6100000,2146015,5242014,5594420,0.382,0.576,0
2023,2319600,37,edison,2020-11-04T03:33:21Z,illinois,6100000,2146015,5242014,5594420,0.383,0.574,0
2024,2328829,37,edison,2020-11-04T03:33:46Z,illinois,6100000,2146015,5242014,5594420,0.385,0.573,0
2025,2335766,37,edison,2020-11-04T03:34:28Z,illinois,6100000,2146015,5242014,5594420,0.386,0.572,0
2026,2353167,38,edison,2020-11-04T03:34:31Z,illinois,6100000,2146015,5242014,5594420,0.388,0.57,0
2027,2360587,38,edison,2020-11-04T03:35:15Z,illinois,6100000,2146015,5242014,5594420,0.388,0.569,0
2028,2363911,38,edison,2020-11-04T03:35:43Z,illinois,6100000,2146015,5242014,5594420,0.389,0.569,0
2029,2378744,38,edison,2020-11-04T03:36:11Z,illinois,6100000,2146015,5242014,5594420,0.391,0.567,0
2030,3150353,50,edison,2020-11-04T03:36:37Z,illinois,6100000,2146015,5242014,5594420,0.386,0.579,0
2031,3153706,51,edison,2020-11-04T03:36:55Z,illinois,6100000,2146015,5242014,5594420,0.386,0.579,0
2032,3159120,51,edison,2020-11-04T03:37:30Z,illinois,6100000,2146015,5242014,5594420,0.387,0.578,0
2033,3162289,51,edison,2020-11-04T03:37:49Z,illinois,6100000,2146015,5242014,5594420,0.387,0.578,0
2034,3183515,51,edison,2020-11-04T03:38:13Z,illinois,6100000,2146015,5242014,5594420,0.388,0.576,0
2035,3190755,51,edison,2020-11-04T03:39:08Z,illinois,6100000,2146015,5242014,5594420,0.389,0.576,0
2036,3194679,51,edison,2020-11-04T03:39:22Z,illinois,6100000,2146015,5242014,5594420,0.389,0.575,0
2037,3196467,51,edison,2020-11-04T03:40:13Z,illinois,6100000,2146015,5242014,5594420,0.389,0.575,0
2038,3202633,51,edison,2020-11-04T03:40:32Z,illinois,6100000,2146015,5242014,5594420,0.39,0.575,0
2039,3437783,55,edison,2020-11-04T03:41:42Z,illinois,6100000,2146015,5242014,5594420,0.402,0.564,0
2040,3438277,55,edison,2020-11-04T03:43:26Z,illinois,6100000,2146015,5242014,5594420,0.402,0.564,0
2041,3471711,56,edison,2020-11-04T03:44:16Z,illinois,6100000,2146015,5242014,5594420,0.405,0.561,0
2042,3498149,56,edison,2020-11-04T03:45:02Z,illinois,6100000,2146015,5242014,5594420,0.403,0.563,0
2043,3504985,56,edison,2020-11-04T03:45:15Z,illinois,6100000,2146015,5242014,5594420,0.404,0.562,0
2044,3514328,56,edison,2020-11-04T03:46:06Z,illinois,6100000,2146015,5242014,5594420,0.405,0.561,0
2045,3517246,56,edison,2020-11-04T03:46:48Z,illinois,6100000,2146015,5242014,5594420,0.406,0.56,0
2046,3528235,57,edison,2020-11-04T03:48:20Z,illinois,6100000,2146015,5242014,5594420,0.407,0.559,0
2047,3540187,57,edison,2020-11-04T03:49:28Z,illinois,6100000,2146015,5242014,5594420,0.407,0.559,0
2048,3547856,57,edison,2020-11-04T03:49:40Z,illinois,6100000,2146015,5242014,5594420,0.408,0.558,0
2049,3553381,57,edison,2020-11-04T03:50:35Z,illinois,6100000,2146015,5242014,5594420,0.409,0.557,0
2050,3556648,57,edison,2020-11-04T03:50:47Z,illinois,6100000,2146015,5242014,5594420,0.409,0.557,0
2051,3564133,57,edison,2020-11-04T03:56:11Z,illinois,6100000,2146015,5242014,5594420,0.409,0.557,0
2052,3568945,57,edison,2020-11-04T03:56:31Z,illinois,6100000,2146015,5242014,5594420,0.41,0.557,0
2053,3578853,57,edison,2020-11-04T03:58:11Z,illinois,6100000,2146015,5242014,5594420,0.411,0.556,0
2054,3585075,57,edison,2020-11-04T04:00:00Z,illinois,6100000,2146015,5242014,5594420,0.411,0.555,0
2055,3603945,58,edison,2020-11-04T04:02:38Z,illinois,6100000,2146015,5242014,5594420,0.411,0.556,0
2056,3614473,58,edison,2020-11-04T04:03:39Z,illinois,6100000,2146015,5242014,5594420,0.411,0.555,0
2057,3615112,58,edison,2020-11-04T04:07:27Z,illinois,6100000,2146015,5242014,5594420,0.411,0.555,0
2058,3623415,58,edison,2020-11-04T04:07:42Z,illinois,6100000,2146015,5242014,5594420,0.411,0.555,0
2059,3626447,58,edison,2020-11-04T04:09:25Z,illinois,6100000,2146015,5242014,5594420,0.412,0.554,0
2060,3653309,59,edison,2020-11-04T04:11:50Z,illinois,6100000,2146015,5242014,5594420,0.413,0.553,0
2061,3599034,59,edison,2020-11-04T04:15:36Z,illinois,6100000,2146015,5242014,5594420,0.42,0.562,0
2062,3610139,59,edison,2020-11-04T04:16:15Z,illinois,6100000,2146015,5242014,5594420,0.421,0.561,0
2063,3613346,59,edison,2020-11-04T04:18:21Z,illinois,6100000,2146015,5242014,5594420,0.421,0.56,0
2064,3621117,59,edison,2020-11-04T04:22:35Z,illinois,6100000,2146015,5242014,5594420,0.422,0.56,0
2065,3623738,59,edison,2020-11-04T04:26:14Z,illinois,6100000,2146015,5242014,5594420,0.422,0.56,0
2066,3628550,59,edison,2020-11-04T04:26:22Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2067,3743762,60,edison,2020-11-04T04:26:48Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2068,3748042,60,edison,2020-11-04T04:26:59Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2069,3750853,60,edison,2020-11-04T04:27:31Z,illinois,6100000,2146015,5242014,5594420,0.424,0.558,0
2070,3756703,60,edison,2020-11-04T04:28:37Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2071,3765276,60,edison,2020-11-04T04:31:14Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2072,3793895,61,edison,2020-11-04T04:33:14Z,illinois,6100000,2146015,5242014,5594420,0.424,0.558,0
2073,3829840,61,edison,2020-11-04T04:34:57Z,illinois,6100000,2146015,5242014,5594420,0.421,0.56,0
2074,3831958,61,edison,2020-11-04T04:35:00Z,illinois,6100000,2146015,5242014,5594420,0.421,0.56,0
2075,3834688,61,edison,2020-11-04T04:37:09Z,illinois,6100000,2146015,5242014,5594420,0.422,0.56,0
2076,3875079,62,edison,2020-11-04T04:37:57Z,illinois,6100000,2146015,5242014,5594420,0.421,0.561,0
2077,3906070,63,edison,2020-11-04T04:38:11Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2078,3909978,63,edison,2020-11-04T04:48:28Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2079,3921094,63,edison,2020-11-04T04:49:53Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2080,3931342,63,edison,2020-11-04T04:55:16Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2081,3932712,63,edison,2020-11-04T05:07:09Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2082,3956961,63,edison,2020-11-04T05:08:00Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2083,3960764,63,edison,2020-11-04T05:08:29Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
2084,3965590,64,edison,2020-11-04T05:10:43Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2085,3978575,64,edison,2020-11-04T05:24:01Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2086,3983775,64,edison,2020-11-04T05:29:46Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2087,3985000,64,edison,2020-11-04T05:30:05Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2088,3986121,64,edison,2020-11-04T05:30:30Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2089,3986547,64,edison,2020-11-04T05:31:42Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2090,3992926,64,edison,2020-11-04T05:51:19Z,illinois,6100000,2146015,5242014,5594420,0.425,0.557,0
2091,4025289,65,edison,2020-11-04T05:51:56Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
2092,4032595,65,edison,2020-11-04T06:03:32Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2093,4033208,65,edison,2020-11-04T06:06:46Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2094,4048634,65,edison,2020-11-04T06:06:49Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
2095,4052551,65,edison,2020-11-04T06:14:49Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
2096,4113344,66,edison,2020-11-04T06:15:30Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2097,4114963,66,edison,2020-11-04T06:19:08Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2098,4125244,66,edison,2020-11-04T06:20:05Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
2099,4140431,66,edison,2020-11-04T06:20:31Z,illinois,6100000,2146015,5242014,5594420,0.424,0.558,0
2100,4148090,66,edison,2020-11-04T06:20:42Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2101,4164964,67,edison,2020-11-04T06:20:48Z,illinois,6100000,2146015,5242014,5594420,0.425,0.556,0
2102,4165390,67,edison,2020-11-04T06:28:01Z,illinois,6100000,2146015,5242014,5594420,0.425,0.556,0
2103,4225342,68,edison,2020-11-04T06:34:43Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2104,4226079,68,edison,2020-11-04T06:46:35Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2105,4228710,69,edison,2020-11-04T07:07:08Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2106,4349867,71,edison,2020-11-04T07:26:17Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
2107,4473057,73,edison,2020-11-04T08:32:26Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2108,4493665,74,edison,2020-11-04T08:33:23Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
2109,4495802,74,edison,2020-11-04T08:34:01Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
2110,4664829,76,edison,2020-11-04T21:23:44Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2111,4726156,77,edison,2020-11-05T00:14:06Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2112,4766506,78,edison,2020-11-05T00:15:18Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2113,4829948,79,edison,2020-11-05T00:45:26Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2114,4845177,79,edison,2020-11-05T00:45:36Z,illinois,6100000,2146015,5242014,5594420,0.425,0.556,0
2115,4860073,80,edison,2020-11-05T00:46:01Z,illinois,6100000,2146015,5242014,5594420,0.426,0.555,0
2116,4885113,80,edison,2020-11-05T00:46:31Z,illinois,6100000,2146015,5242014,5594420,0.427,0.554,0
2117,4921383,81,edison,2020-11-05T00:46:51Z,illinois,6100000,2146015,5242014,5594420,0.428,0.553,0
2118,4937734,81,edison,2020-11-05T00:48:11Z,illinois,6100000,2146015,5242014,5594420,0.428,0.553,0
2119,4950211,81,edison,2020-11-05T00:48:39Z,illinois,6100000,2146015,5242014,5594420,0.429,0.552,0
2120,5073482,83,edison,2020-11-05T16:14:18Z,illinois,6100000,2146015,5242014,5594420,0.428,0.552,0
2121,5079325,83,edison,2020-11-05T16:33:41Z,illinois,6100000,2146015,5242014,5594420,0.429,0.552,0
2122,5082206,83,edison,2020-11-05T16:43:58Z,illinois,6100000,2146015,5242014,5594420,0.429,0.552,0
2123,5089019,83,edison,2020-11-05T16:54:21Z,illinois,6100000,2146015,5242014,5594420,0.428,0.553,0
2124,5108122,84,edison,2020-11-05T17:12:57Z,illinois,6100000,2146015,5242014,5594420,0.428,0.553,0
2125,5118716,84,edison,2020-11-05T17:33:28Z,illinois,6100000,2146015,5242014,5594420,0.428,0.552,0
2126,5122106,84,edison,2020-11-05T17:54:53Z,illinois,6100000,2146015,5242014,5594420,0.428,0.552,0
2127,5128449,84,edison,2020-11-05T18:04:18Z,illinois,6100000,2146015,5242014,5594420,0.429,0.552,0
2128,5134031,84,edison,2020-11-05T18:11:20Z,illinois,6100000,2146015,5242014,5594420,0.429,0.551,0
2129,5142777,84,edison,2020-11-05T18:27:13Z,illinois,6100000,2146015,5242014,5594420,0.43,0.551,0
2130,5144744,84,edison,2020-11-05T18:27:59Z,illinois,6100000,2146015,5242014,5594420,0.43,0.551,0
2131,5150572,84,edison,2020-11-05T18:50:49Z,illinois,6100000,2146015,5242014,5594420,0.43,0.551,0
2132,5151572,84,edison,2020-11-05T19:06:01Z,illinois,6100000,2146015,5242014,5594420,0.43,0.551,0
2133,5171947,85,edison,2020-11-05T19:13:49Z,illinois,6100000,2146015,5242014,5594420,0.429,0.552,0
2134,5177505,85,edison,2020-11-05T19:36:01Z,illinois,6100000,2146015,5242014,5594420,0.429,0.551,0
2135,5206222,85,edison,2020-11-05T21:42:40Z,illinois,6100000,2146015,5242014,5594420,0.428,0.553,0
2136,5257021,86,edison,2020-11-05T22:00:26Z,illinois,6100000,2146015,5242014,5594420,0.429,0.552,0
2137,5261084,86,edison,2020-11-05T22:15:29Z,illinois,6100000,2146015,5242014,5594420,0.429,0.552,0
2138,5328372,87,edison,2020-11-06T01:36:38Z,illinois,6100000,2146015,5242014,5594420,0.431,0.55,0
2139,5336081,87,edison,2020-11-06T02:15:48Z,illinois,6100000,2146015,5242014,5594420,0.431,0.549,0
2140,5366408,88,edison,2020-11-06T03:14:39Z,illinois,6100000,2146015,5242014,5594420,0.43,0.551,0
2141,5366415,88,edison,2020-11-06T14:57:51Z,illinois,6100000,2146015,5242014,5594420,0.43,0.551,0
2142,5368050,88,edison,2020-11-06T17:16:58Z,illinois,6100000,2146015,5242014,5594420,0.43,0.551,0
2143,5375549,88,edison,2020-11-06T17:50:17Z,illinois,6100000,2146015,5242014,5594420,0.43,0.55,0
2144,5376549,88,edison,2020-11-06T19:44:39Z,illinois,6100000,2146015,5242014,5594420,0.43,0.55,0
2145,5377639,88,edison,2020-11-06T22:35:56Z,illinois,6100000,2146015,5242014,5594420,0.43,0.55,0
2146,5381844,88,edison,2020-11-07T02:16:55Z,illinois,6100000,2146015,5242014,5594420,0.43,0.55,0
2147,5452438,89,edison,2020-11-07T03:24:43Z,illinois,6100000,2146015,5242014,5594420,0.427,0.553,0
2148,5454018,89,edison,2020-11-07T03:26:11Z,illinois,6100000,2146015,5242014,5594420,0.427,0.553,0
2149,5465440,90,edison,2020-11-08T22:11:54Z,illinois,6100000,2146015,5242014,5594420,0.427,0.554,0
2150,0,0,edison,2020-11-04T10:01:04Z,indiana,3070000,1557286,2624534,2757828,0.0,0.0,0
2151,7987,0,edison,2020-11-03T23:12:16Z,indiana,3070000,1557286,2624534,2757828,0.684,0.297,0
2152,20679,1,edison,2020-11-03T23:17:15Z,indiana,3070000,1557286,2624534,2757828,0.683,0.298,0
2153,28938,1,edison,2020-11-03T23:21:27Z,indiana,3070000,1557286,2624534,2757828,0.662,0.32,0
2154,33917,1,edison,2020-11-03T23:21:46Z,indiana,3070000,1557286,2624534,2757828,0.667,0.314,0
2155,42979,1,edison,2020-11-03T23:27:45Z,indiana,3070000,1557286,2624534,2757828,0.665,0.315,0
2156,59440,2,edison,2020-11-03T23:30:26Z,indiana,3070000,1557286,2624534,2757828,0.667,0.314,0
2157,69896,2,edison,2020-11-03T23:34:02Z,indiana,3070000,1557286,2624534,2757828,0.672,0.309,0
2158,81051,3,edison,2020-11-03T23:37:55Z,indiana,3070000,1557286,2624534,2757828,0.669,0.313,0
2159,84990,3,edison,2020-11-03T23:39:06Z,indiana,3070000,1557286,2624534,2757828,0.67,0.312,0
2160,88386,3,edison,2020-11-03T23:41:40Z,indiana,3070000,1557286,2624534,2757828,0.669,0.312,0
2161,119881,4,edison,2020-11-03T23:42:29Z,indiana,3070000,1557286,2624534,2757828,0.641,0.34,0
2162,148381,5,edison,2020-11-03T23:44:32Z,indiana,3070000,1557286,2624534,2757828,0.627,0.353,0
2163,148541,5,edison,2020-11-03T23:44:56Z,indiana,3070000,1557286,2624534,2757828,0.628,0.353,0
2164,149884,5,edison,2020-11-03T23:46:48Z,indiana,3070000,1557286,2624534,2757828,0.629,0.351,0
2165,151436,5,edison,2020-11-03T23:50:23Z,indiana,3070000,1557286,2624534,2757828,0.63,0.35,0
2166,160596,5,edison,2020-11-03T23:50:53Z,indiana,3070000,1557286,2624534,2757828,0.635,0.345,0
2167,172429,6,edison,2020-11-03T23:51:23Z,indiana,3070000,1557286,2624534,2757828,0.639,0.341,0
2168,172801,6,edison,2020-11-03T23:51:44Z,indiana,3070000,1557286,2624534,2757828,0.639,0.341,0
2169,173673,6,edison,2020-11-03T23:53:12Z,indiana,3070000,1557286,2624534,2757828,0.64,0.34,0
2170,174011,6,edison,2020-11-03T23:54:39Z,indiana,3070000,1557286,2624534,2757828,0.64,0.34,0
2171,174368,6,edison,2020-11-03T23:55:17Z,indiana,3070000,1557286,2624534,2757828,0.64,0.34,0
2172,187306,6,edison,2020-11-03T23:55:35Z,indiana,3070000,1557286,2624534,2757828,0.641,0.337,0
2173,202078,7,edison,2020-11-03T23:55:47Z,indiana,3070000,1557286,2624534,2757828,0.646,0.332,0
2174,229365,7,edison,2020-11-03T23:59:52Z,indiana,3070000,1557286,2624534,2757828,0.638,0.34,0
2175,230035,7,edison,2020-11-04T00:00:58Z,indiana,3070000,1557286,2624534,2757828,0.637,0.341,0
2176,235494,8,edison,2020-11-04T00:01:56Z,indiana,3070000,1557286,2624534,2757828,0.639,0.339,0
2177,238029,8,edison,2020-11-04T00:03:37Z,indiana,3070000,1557286,2624534,2757828,0.641,0.337,0
2178,239508,8,edison,2020-11-04T00:05:26Z,indiana,3070000,1557286,2624534,2757828,0.642,0.336,0
2179,241340,8,edison,2020-11-04T00:07:41Z,indiana,3070000,1557286,2624534,2757828,0.642,0.335,0
2180,242475,8,edison,2020-11-04T00:08:06Z,indiana,3070000,1557286,2624534,2757828,0.643,0.335,0
2181,243447,8,edison,2020-11-04T00:08:45Z,indiana,3070000,1557286,2624534,2757828,0.644,0.334,0
2182,248602,8,edison,2020-11-04T00:11:04Z,indiana,3070000,1557286,2624534,2757828,0.647,0.331,0
2183,256538,8,edison,2020-11-04T00:11:35Z,indiana,3070000,1557286,2624534,2757828,0.649,0.328,0
2184,261642,9,edison,2020-11-04T00:13:09Z,indiana,3070000,1557286,2624534,2757828,0.649,0.329,0
2185,290254,9,edison,2020-11-04T00:13:37Z,indiana,3070000,1557286,2624534,2757828,0.658,0.32,0
2186,298265,10,edison,2020-11-04T00:13:44Z,indiana,3070000,1557286,2624534,2757828,0.658,0.32,0
2187,300590,10,edison,2020-11-04T00:14:25Z,indiana,3070000,1557286,2624534,2757828,0.659,0.319,0
2188,307713,10,edison,2020-11-04T00:14:48Z,indiana,3070000,1557286,2624534,2757828,0.662,0.317,0
2189,311567,10,edison,2020-11-04T00:15:46Z,indiana,3070000,1557286,2624534,2757828,0.663,0.315,0
2190,315235,10,edison,2020-11-04T00:18:34Z,indiana,3070000,1557286,2624534,2757828,0.665,0.313,0
2191,317514,10,edison,2020-11-04T00:19:00Z,indiana,3070000,1557286,2624534,2757828,0.666,0.312,0
2192,319063,10,edison,2020-11-04T00:19:36Z,indiana,3070000,1557286,2624534,2757828,0.667,0.311,0
2193,319821,10,edison,2020-11-04T00:20:51Z,indiana,3070000,1557286,2624534,2757828,0.667,0.311,0
2194,320297,10,edison,2020-11-04T00:21:36Z,indiana,3070000,1557286,2624534,2757828,0.667,0.311,0
2195,321671,10,edison,2020-11-04T00:24:55Z,indiana,3070000,1557286,2624534,2757828,0.668,0.31,0
2196,327050,11,edison,2020-11-04T00:29:25Z,indiana,3070000,1557286,2624534,2757828,0.669,0.309,0
2197,327927,11,edison,2020-11-04T00:29:44Z,indiana,3070000,1557286,2624534,2757828,0.669,0.309,0
2198,345919,11,edison,2020-11-04T00:29:54Z,indiana,3070000,1557286,2624534,2757828,0.67,0.308,0
2199,346118,11,edison,2020-11-04T00:30:12Z,indiana,3070000,1557286,2624534,2757828,0.67,0.308,0
2200,346185,11,edison,2020-11-04T00:30:26Z,indiana,3070000,1557286,2624534,2757828,0.67,0.308,0
2201,359575,12,edison,2020-11-04T00:30:57Z,indiana,3070000,1557286,2624534,2757828,0.673,0.305,0
2202,360331,12,edison,2020-11-04T00:33:06Z,indiana,3070000,1557286,2624534,2757828,0.673,0.304,0
2203,362228,12,edison,2020-11-04T00:34:35Z,indiana,3070000,1557286,2624534,2757828,0.674,0.304,0
2204,363089,12,edison,2020-11-04T00:36:07Z,indiana,3070000,1557286,2624534,2757828,0.675,0.303,0
2205,369414,12,edison,2020-11-04T00:40:44Z,indiana,3070000,1557286,2624534,2757828,0.676,0.302,0
2206,388308,13,edison,2020-11-04T00:41:23Z,indiana,3070000,1557286,2624534,2757828,0.666,0.312,0
2207,410747,13,edison,2020-11-04T00:42:24Z,indiana,3070000,1557286,2624534,2757828,0.662,0.317,0
2208,413225,13,edison,2020-11-04T00:43:06Z,indiana,3070000,1557286,2624534,2757828,0.662,0.317,0
2209,416244,14,edison,2020-11-04T00:44:00Z,indiana,3070000,1557286,2624534,2757828,0.663,0.316,0
2210,417728,14,edison,2020-11-04T00:44:05Z,indiana,3070000,1557286,2624534,2757828,0.663,0.315,0
2211,418156,14,edison,2020-11-04T00:44:42Z,indiana,3070000,1557286,2624534,2757828,0.663,0.315,0
2212,457076,15,edison,2020-11-04T00:45:47Z,indiana,3070000,1557286,2624534,2757828,0.653,0.325,0
2213,464153,15,edison,2020-11-04T00:47:22Z,indiana,3070000,1557286,2624534,2757828,0.656,0.323,0
2214,466553,15,edison,2020-11-04T00:47:40Z,indiana,3070000,1557286,2624534,2757828,0.656,0.322,0
2215,467687,15,edison,2020-11-04T00:48:06Z,indiana,3070000,1557286,2624534,2757828,0.657,0.321,0
2216,474731,15,edison,2020-11-04T00:48:27Z,indiana,3070000,1557286,2624534,2757828,0.659,0.319,0
2217,484173,16,edison,2020-11-04T00:48:36Z,indiana,3070000,1557286,2624534,2757828,0.659,0.319,0
2218,487222,16,edison,2020-11-04T00:50:59Z,indiana,3070000,1557286,2624534,2757828,0.66,0.319,0
2219,492321,16,edison,2020-11-04T00:51:36Z,indiana,3070000,1557286,2624534,2757828,0.661,0.317,0
2220,497967,16,edison,2020-11-04T00:51:42Z,indiana,3070000,1557286,2624534,2757828,0.663,0.315,0
2221,507328,17,edison,2020-11-04T00:53:00Z,indiana,3070000,1557286,2624534,2757828,0.665,0.313,0
2222,512682,17,edison,2020-11-04T00:53:13Z,indiana,3070000,1557286,2624534,2757828,0.666,0.312,0
2223,514929,17,edison,2020-11-04T00:54:48Z,indiana,3070000,1557286,2624534,2757828,0.667,0.312,0
2224,518709,17,edison,2020-11-04T00:55:34Z,indiana,3070000,1557286,2624534,2757828,0.668,0.311,0
2225,525138,17,edison,2020-11-04T00:56:08Z,indiana,3070000,1557286,2624534,2757828,0.671,0.308,0
2226,526602,17,edison,2020-11-04T00:57:55Z,indiana,3070000,1557286,2624534,2757828,0.671,0.308,0
2227,529766,17,edison,2020-11-04T00:59:31Z,indiana,3070000,1557286,2624534,2757828,0.671,0.308,0
2228,530905,17,edison,2020-11-04T01:00:11Z,indiana,3070000,1557286,2624534,2757828,0.672,0.307,0
2229,532986,17,edison,2020-11-04T01:01:59Z,indiana,3070000,1557286,2624534,2757828,0.672,0.307,0
